Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
21.89,30.445,429.0,802.0,0.004948570716403,1
21.89,30.356666666666698,421.5,797.5,0.004934099003814,1
21.89,30.323333333333302,429.0,791.5,0.004928638153818,1
21.89,30.32,418.75,788.25,0.00492809207405,1
21.89,30.39,429.0,792.25,0.004939559948944,1
21.89,30.39,429.0,795.5,0.004939559948944,1
21.89,30.365,429.0,793.5,0.004935464231178,1
21.89,30.23,429.0,789.333333333333,0.00491334827992,1
21.89,30.2,429.0,786.0,0.004908433835981,1
21.89,30.0225,429.0,771.75,0.004879358285845999,1
21.89,29.96,429.0,760.0,0.004869121058086,1
21.89,29.9175,429.0,756.0,0.004862159934193,1
21.89,30.1,429.0,754.0,0.004892052912640001,1
21.89,30.15,416.5,759.0,0.004900243267302,1
21.89,30.1333333333333,421.666666666667,756.666666666667,0.004897513125302,1
21.89,30.47,438.0,764.25,0.004952666605419001,1
21.89,30.1666666666667,441.0,768.0,0.004902973433082,1
21.89,30.075,438.0,770.25,0.004887957815562999,1
21.89,30.125,438.0,766.25,0.004896148063220001,1
21.89,30.175,438.0,767.75,0.004904338524889,1
21.89,30.295,438.0,777.0,0.004923996506118,1
21.89,30.2,441.0,775.333333333333,0.004908433835981,1
21.89,30.2,436.333333333333,768.0,0.004908433835981,1
21.865,30.15,438.0,766.75,0.004892710602542,1
21.89,30.075,438.0,772.5,0.004887957815562999,1
21.89,30.0725,435.5,774.75,0.004887548308798,1
21.89,30.03,435.0,766.333333333333,0.004880586775646,1
21.89,29.9175,434.5,752.0,0.004862159934193,1
21.89,30.1,430.5,754.0,0.004892052912640001,1
21.89,30.1,441.0,755.0,0.004892052912640001,1
21.89,30.075,431.0,763.25,0.004887957815562999,1
21.89,30.1975,425.0,769.5,0.0049080243024640004,1
21.89,30.23,419.0,769.333333333333,0.00491334827992,1
21.9175,30.5475,395.25,772.25,0.0049737731046759995,1
21.963333333333303,30.7933333333333,426.666666666667,784.666666666667,0.005028280212789,1
21.9725,30.2,424.75,784.25,0.004933406332936,1
22.0,30.175,423.5,794.25,0.004937632060731,1
21.945,30.245,423.5,791.0,0.0049324666070120005,1
21.926666666666698,30.29,426.666666666667,791.333333333333,0.004934296031055001,1
21.9725,30.175,428.25,793.25,0.004929290022420999,1
21.89,30.245,433.0,787.5,0.004915805530784001,1
21.926666666666698,30.356666666666698,433.0,789.0,0.004945242496118,1
21.945,30.1725,428.25,782.75,0.004920549504029001,1
21.9175,30.34,428.25,783.5,0.004939719444513,1
21.926666666666698,30.29,426.666666666667,791.0,0.004934296031055001,1
21.9175,30.2925,428.25,786.0,0.004931924548652,1
21.9175,30.27,433.0,786.5,0.004928232297212,1
21.926666666666698,30.196666666666697,433.0,786.333333333333,0.004918971622132,1
21.89,30.34,428.25,786.333333333333,0.004931368566924,1
21.945,30.34,433.0,787.666666666667,0.004948082807072001,1
21.945,30.39,433.0,786.5,0.0049563021722190004,1
21.89,30.365,433.0,791.75,0.004935464231178,1
21.89,30.39,433.0,788.0,0.004939559948944,1
21.9175,30.4725,433.0,797.75,0.004961464125902,1
21.9175,30.39,433.0,801.75,0.00494792480746,1
21.945,30.5,433.0,803.5,0.004974385534172,1
21.89,30.4725,433.0,811.0,0.004953076197264,1
21.89,30.426666666666698,433.0,803.666666666667,0.00494556709847,1
21.9725,30.5,433.0,801.5,0.0049828062756619995,1
21.945,30.5,433.0,804.0,0.004974385534172,1
21.9725,30.4175,433.0,807.0,0.004969220515357,1
21.945,30.3675,433.0,801.75,0.004952603431233,1
21.9725,30.4725,433.0,796.25,0.004978277623474,1
21.926666666666698,30.533333333333303,433.0,807.0,0.004974252477312999,1
21.9725,30.55,433.0,823.75,0.004991040356339001,1
21.89,30.463333333333303,433.0,818.0,0.004951574363115,1
21.956,30.458000000000002,433.0,807.5,0.004970842931738,1
21.9175,30.5,433.0,814.0,0.004965977362000999,1
21.963333333333303,30.39,433.0,804.25,0.004961894037972,1
21.945,30.445,433.0,805.0,0.004965343722802,1
21.945,30.3975,433.0,805.75,0.004957535095579,1
21.945,30.3425,433.0,799.25,0.004948493770211,1
22.0,30.445,433.0,797.0,0.004982166912743,1
21.9725,30.4175,433.0,798.25,0.004969220515357,1
22.0,30.2,433.0,784.5,0.004941755392357,1
21.926666666666698,30.3266666666667,423.666666666667,780.666666666667,0.004940316539535999,1
21.9725,30.365,433.0,782.75,0.004960575338069,1
21.89,30.39,426.0,787.0,0.004939559948944,1
21.89,30.245,426.0,790.5,0.004915805530784001,1
21.89,30.3175,429.5,782.25,0.004927682514849,1
21.89,30.196666666666697,423.666666666667,778.0,0.004907887791411,1
21.89,30.2475,422.5,778.0,0.004916215074467,1
21.89,30.1333333333333,428.333333333333,773.333333333333,0.004897513125302,1
21.89,30.175,419.0,766.25,0.004904338524889,1
21.89,30.125,419.0,756.25,0.004896148063220001,1
21.89,30.175,419.0,751.333333333333,0.004904338524889,1
21.89,30.033333333333303,419.0,746.5,0.004881132772659001,1
21.89,29.8675,419.0,740.5,0.0048539705746,1
21.84,29.84,419.0,735.0,0.004834568619935,1
21.89,29.89,419.0,719.0,0.004857655759937,1
21.815,29.84,419.0,718.0,0.00482713483513,1
21.823333333333302,29.856666666666698,419.0,716.0,0.004832330102527001,1
21.84,29.84,419.0,712.25,0.004834568619935,1
21.815,29.815,419.0,708.5,0.004823059294754001,1
21.84,29.795,419.0,702.0,0.004827221301080999,1
21.823333333333302,29.823333333333302,419.0,702.0,0.004826893203644,1
21.815,29.7475,419.0,695.75,0.004812055600457,1
21.79,29.73,419.0,686.666666666667,0.004801806951728,1
21.815,29.55,419.0,679.75,0.004779861824817,1
21.79,29.5,419.0,674.0,0.004764374218342999,1
21.79,29.3675,419.0,669.25,0.0047428117385660004,1
21.79,29.745,419.0,667.5,0.00480424837226,1
21.815,29.6725,419.0,679.0,0.004799829726559,1
21.79,29.6,419.0,678.0,0.004780648770436,1
21.84,29.55,419.0,674.0,0.004787222253222,1
21.79,29.4725,419.0,666.5,0.004759898864681,1
21.79,29.34,419.0,665.666666666667,0.004738336692828,1
21.89,29.29,419.0,648.666666666667,0.004759398976882,1
21.84,29.315,419.0,643.25,0.004748860615810001,1
21.89,29.29,419.0,635.0,0.004759398976882,1
21.865,29.29,419.0,636.25,0.004752084459454,1
21.89,29.34,419.0,636.25,0.004767585865636,1
21.89,29.29,419.0,639.0,0.004759398976882,1
21.856666666666698,29.4333333333333,419.0,640.333333333333,0.004773069698468,1
21.89,29.2675,419.0,639.75,0.004755714946719,1
21.89,29.245,419.0,638.5,0.004752030959864001,1
21.89,29.42,415.5,643.5,0.004780685332519,1
21.89,29.7725,415.0,648.0,0.004838411380853,1
21.89,29.7475,419.0,656.75,0.004834316984557,1
21.89,29.4566666666667,419.0,655.666666666667,0.004786689437838,1
21.89,29.2675,419.0,646.75,0.004755714946719,1
21.89,29.29,419.0,643.0,0.004759398976882,1
21.89,29.23,419.0,639.0,0.004749574992688,1
21.89,29.2,419.0,633.5,0.004744663116078,1
21.865,29.125,419.0,631.0,0.004725111075486,1
21.89,29.125,419.0,626.0,0.004732383761374,1
21.815,28.9725,419.0,614.75,0.0046857445644940005,1
21.79,28.89,419.0,606.0,0.004665117749346,1
21.823333333333302,28.856666666666698,419.0,603.0,0.004669264152770001,1
21.79,28.79,419.0,600.75,0.004648849196219,1
21.79,28.695,419.0,601.0,0.004633394853114,1
21.79,28.6333333333333,419.0,601.666666666667,0.004623363494528,1
21.79,28.7225,419.0,597.25,0.004637868400358,1
21.79,28.6475,419.0,596.5,0.004625667967408,1
21.79,28.533333333333303,419.0,596.666666666667,0.004607097109225001,1
21.79,28.525,419.0,595.25,0.004605741615236,1
21.79,28.42,419.0,588.5,0.004588662893439,1
21.79,28.55,419.0,585.0,0.004609808114795001,1
21.7675,28.5,419.0,585.75,0.004595306541947001,1
21.7,28.445,412.0,584.5,0.004567351104679,1
21.7,28.5,279.33333333333303,585.0,0.0045762473078409995,1
21.7,28.5666666666667,0.0,582.0,0.004587030923091999,0
21.7,28.76,0.0,578.0,0.00461830550645,0
21.7,28.79,0.0,584.0,0.004623158738852,0
21.7,28.79,0.0,586.5,0.004623158738852,0
21.7,28.84,0.0,587.5,0.004631247626585,0
21.7,28.86,0.0,586.0,0.004634483240153,0
21.7,28.86,0.0,592.333333333333,0.004634483240153,0
21.7,28.79,0.0,590.0,0.004623158738852,0
21.6,28.895,0.0,590.0,0.004611642613209001,0
21.6333333333333,28.79,0.0,590.5,0.004604209637337,0
21.6,28.73,0.0,593.5,0.004585114486844,0
21.6,28.79,0.0,595.0,0.004594760818357,0
21.6,28.79,0.0,594.666666666667,0.004594760818357,0
21.55,28.79,0.0,593.0,0.004580619678991001,0
21.6,28.79,0.0,582.5,0.004594760818357,0
21.6,28.79,0.0,579.5,0.004594760818357,0
21.6,28.79,0.0,588.0,0.004594760818357,0
21.5,28.84,0.0,596.5,0.004574506027305,0
21.5,28.823333333333302,0.0,622.333333333333,0.004571842984252,0
21.5,28.79,0.0,606.0,0.0045665169660570005,0
21.5,29.6,0.0,605.0,0.004695964846337,0
21.5,28.995,0.0,642.5,0.004599273411927,0
21.39,29.015,0.0,604.25,0.004571333211778,0
21.39,29.445,0.0,596.0,0.0046395853404729995,0
21.39,29.2,0.0,612.0,0.004600695677338,0
21.39,29.1,0.0,720.5,0.004584823732605999,0
21.323333333333302,29.33,0.0,1760.0,0.004602343739742,0
21.29,29.0,0.0,1665.0,0.004540823273657,0
21.29,29.03,0.0,1255.66666666667,0.004545555005509,0
21.29,29.2,0.0,724.0,0.004572369502707,0
21.29,29.1,0.0,619.0,0.004556595991104999,0
21.29,29.9,0.0,562.5,0.004682806325267,0
21.29,29.926666666666698,0.0,582.0,0.0046870142120979995,0
21.29,29.8,0.0,616.0,0.004667027252909,0
21.245,29.55,0.0,648.5,0.004614732131216,0
21.2,29.5,0.0,673.0,0.004594068564625999,0
21.2,30.1,0.0,608.0,0.00468821152432,0
21.2,29.6,0.0,752.0,0.004609757093632,0
21.2,30.45,0.0,621.5,0.004743141316025,0
21.2,30.0,0.0,589.333333333333,0.004672519066564999,0
21.2,29.9,0.0,608.5,0.004656827394677,0
21.2,29.945,0.0,620.0,0.004663888549779001,0
21.2,29.495,0.0,598.5,0.004593284158796999,0
21.2,29.64,0.0,640.5,0.004616032725208,0
21.2,29.963333333333303,0.0,695.0,0.004666765362294001,0
21.2,29.89,0.0,670.0,0.004655258270709001,0
21.2,29.79,0.0,619.0,0.004639567463208,0
21.2,29.76,0.0,571.666666666667,0.0046348603741800005,0
21.2,29.995,0.0,533.5,0.004671734464305999,0
21.1666666666667,29.996666666666698,0.0,618.666666666667,0.004662375047302999,0
21.2,30.2,0.0,516.0,0.004703904768002,0
21.15,31.05,0.0,515.0,0.004822389819862,0
21.15,29.8,0.0,513.5,0.0046268076283730005,0
21.15,29.645,0.0,520.0,0.004602563941844,0
21.1,29.65,0.0,527.5,0.004589129151555,0
21.1,29.45,0.0,526.0,0.004557946974282001,0
21.1,29.663333333333302,0.0,526.333333333333,0.004591208073728,0
21.1,29.795,0.0,528.0,0.004611738170938,0
21.1,29.89,0.0,524.0,0.004626551861429,0
21.1,29.695,0.0,524.5,0.004596145569176,0
21.1,29.896666666666697,0.0,521.333333333333,0.0046275914449569995,0
21.1,29.995,0.0,524.0,0.004642925702673,0
21.1,29.945,0.0,522.5,0.004635128528695,0
21.1,29.79,0.0,526.0,0.00461095852242,0
21.05,29.75,0.0,520.0,0.004590494842354,0
21.1,30.29,0.0,526.0,0.004688932979105,0
21.1,29.39,0.0,530.0,0.004548592926285,0
21.1,29.6,0.0,529.0,0.004581333316267,0
21.1,29.34,0.0,529.0,0.004540798099638,0
21.1,29.745,0.0,527.0,0.0046039417730550005,0
21.1,29.393333333333302,0.0,530.0,0.004549112588290999,0
21.1,30.05,0.0,526.0,0.004651502818168,0
21.075,29.5,0.0,526.0,0.004558684782067001,0
21.1,29.5,0.0,526.0,0.004565742227638,0
21.1,30.09,0.0,531.5,0.004657740867823,0
21.1,30.1,0.0,534.0,0.004659300399642,0
21.0,29.495,0.0,533.0,0.004536795506545999,0
21.1,29.445,0.0,521.333333333333,0.0045571674596140005,0
21.1,29.645,0.0,523.5,0.0045883495592959995,0
21.1,30.1,0.0,521.0,0.004659300399642,0
21.0,29.945,0.0,522.0,0.004606525214430999,0
21.1,29.6,0.0,520.0,0.004581333316267,0
21.025,30.1225,0.0,520.5,0.004641213087558,0
21.0,30.0,0.0,520.0,0.004615048798731,0
21.0,29.53,0.0,523.666666666667,0.004542218371680001,0
21.0,29.55,0.0,520.0,0.004545317193904001,0
21.0,29.195,0.0,524.5,0.00449031765579,0
21.0,29.53,0.0,519.333333333333,0.004542218371680001,0
21.0,29.445,0.0,519.0,0.004529048719193,0
21.0,30.1,0.0,520.0,0.00463054681884,0
21.0,29.945,0.0,522.5,0.004606525214430999,0
21.0,29.8,0.0,527.5,0.00458405505821,0
21.0,30.0666666666667,0.0,537.0,0.004625380726957,0
21.0,29.766666666666698,0.0,542.333333333333,0.004578889732874,0
21.0,29.5,0.0,548.0,0.004537570195818,0
21.0,29.995,0.0,545.5,0.004614273917849,0
21.0,29.926666666666698,0.0,549.666666666667,0.004603684071194001,0
21.0,29.495,0.0,562.0,0.004536795506545999,0
21.0,29.5,0.0,583.0,0.004537570195818,0
21.0,29.4475,0.0,552.0,0.00452943605401,0
21.0,29.696666666666697,0.0,540.0,0.004568042826866,0
21.0,29.445,0.0,527.333333333333,0.004529048719193,0
21.0,29.4,0.0,523.333333333333,0.004522076774364,0
21.0,29.495,0.0,517.0,0.004536795506545999,0
21.0,30.06,0.0,517.333333333333,0.004624347518802,0
21.0,30.0,0.0,513.0,0.004615048798731,0
21.0,29.995,0.0,511.0,0.004614273917849,0
21.0,29.56,0.0,513.0,0.0045468666165109995,0
21.0,29.35,0.0,513.0,0.004514330350982,0
21.0,29.9,0.0,512.333333333333,0.004599551545206,0
21.0,29.8,0.0,510.5,0.00458405505821,0
20.926666666666698,29.5933333333333,0.0,512.0,0.004531403567169001,0
20.945,29.445,0.0,509.0,0.004513648794666,0
20.945,29.6,0.0,502.5,0.004537582208231,0
21.0,29.55,0.0,503.0,0.004545317193904001,0
21.0,29.6,0.0,502.0,0.0045530643835730005,0
21.0,29.2,0.0,502.0,0.0044910922301300005,0
21.0,29.23,0.0,500.0,0.004495739716391,0
21.0,29.745,0.0,504.0,0.004575532317074001,0
21.0,29.245,0.0,506.5,0.004498063485379001,0
21.0,30.09,0.0,497.0,0.004628996982330999,0
20.9725,30.0475,0.0,493.5,0.00461454449618,0
20.945,30.4,0.0,494.5,0.004661138584047,0
20.926666666666698,30.0933333333333,0.0,499.666666666667,0.004608532048460999,0
20.926666666666698,29.83,0.0,498.333333333333,0.0045679086815140005,0
20.89,30.29,0.0,498.0,0.004628345833034999,0
20.89,29.35,0.0,499.0,0.004483677406458,0
20.89,29.7633333333333,0.0,501.666666666667,0.004547282244178,0
20.945,30.0,0.0,499.0,0.004599354305254001,0
20.89,29.6175,0.0,492.25,0.004524839546726,0
20.89,29.79,0.0,495.0,0.0045513862255959995,0
20.89,29.92,0.0,492.0,0.004571393904941,0
20.89,29.3,0.0,494.5,0.004475984148418,0
20.89,29.5,0.0,499.0,0.004506758314316,0
20.89,29.5933333333333,0.0,497.333333333333,0.004521120626439,0
20.89,29.7,0.0,493.0,0.004537535503779999,0
20.89,29.79,0.0,491.5,0.0045513862255959995,0
20.89,29.7675,0.0,492.0,0.004547923487731,0
20.89,29.495,0.0,492.0,0.004505988923321,0
20.89,30.42,0.0,486.0,0.0046483584278670005,0
20.89,29.6,0.0,488.0,0.004522146531074,0
20.856666666666698,29.626666666666697,0.0,491.333333333333,0.004516909276407001,0
20.89,29.495,0.0,491.0,0.004505988923321,0
20.89,29.35,0.0,491.0,0.004483677406458,0
20.89,29.5,0.0,496.0,0.004506758314316,0
20.89,29.29,0.0,500.0,0.004474445519484001,0
20.79,29.1666666666667,0.0,495.666666666667,0.004427938547319999,0
20.89,29.65,0.0,489.0,0.00452984092293,0
20.89,29.65,0.0,489.0,0.00452984092293,0
20.79,29.5,0.0,489.0,0.004478907956702,0
20.856666666666698,29.533333333333303,0.0,495.0,0.004502576582374001,0
20.823333333333302,30.126666666666697,0.0,494.0,0.004584219172654,0
20.79,29.2966666666667,0.0,495.5,0.004447815630425,0
20.84,30.045,0.0,495.0,0.004576427621453,0
20.79,29.545,0.0,493.5,0.00448578946242,0
20.79,29.495,0.0,494.0,0.004478143354288,0
20.79,29.29,0.0,496.0,0.004446796262144,0
20.79,29.395,0.0,486.0,0.004462851697922,0
20.79,30.25,0.0,485.0,0.004593619459283,0
20.79,29.34,0.0,490.0,0.004454441605115,0
20.79,29.3,0.0,488.0,0.004448325315809,0
20.76,29.5633333333333,0.0,484.666666666667,0.004480249527335999,0
20.79,30.0966666666667,0.0,485.333333333333,0.004570163913716,0
20.79,29.89,0.0,487.5,0.004538552695841,0
20.79,29.89,0.0,493.0,0.004538552695841,0
20.79,29.795,0.0,496.5,0.0045240228028570004,0
20.79,30.05,0.0,490.0,0.004563025617962,0
20.79,29.85,0.0,493.5,0.004532434764022,0
20.79,29.45,0.0,489.0,0.004471262016542,0
20.79,29.83,0.0,486.333333333333,0.004529375842918001,0
20.79,29.445,0.0,486.5,0.0044704974327899995,0
20.79,29.39,0.0,486.0,0.004462087134699,0
20.79,29.55,0.0,486.0,0.0044865540834990005,0
20.79,29.39,0.0,486.0,0.004462087134699,0
20.79,30.2,0.0,488.0,0.004585970718862,0
20.79,29.7933333333333,0.0,489.333333333333,0.0045237678984689994,0
20.79,29.39,0.0,488.5,0.004462087134699,0
20.79,29.245,0.0,488.0,0.004439915613020001,0
20.79,29.05,0.0,493.0,0.004410101213342,0
20.79,29.2475,0.0,489.0,0.00444029786734,0
20.79,30.6,0.0,486.0,0.004647165871302,0
20.79,29.79,0.0,486.666666666667,0.004523258090315,0
20.745,29.545,0.0,490.5,0.0044732871371580005,0
20.79,29.945,0.0,487.5,0.0045469650471820005,0
20.79,30.045,0.0,488.0,0.004562260810205999,0
20.79,29.59,0.0,494.0,0.004492671119319,0
20.79,29.495,0.0,492.0,0.004478143354288,0
20.79,29.95,0.0,487.5,0.004547729817597,0
20.79,29.795,0.0,489.5,0.0045240228028570004,0
20.7,29.79,0.0,488.0,0.004498074116104999,0
20.7,29.0,0.0,488.0,0.004377950258129,0
20.79,29.495,0.0,492.0,0.004478143354288,0
20.79,29.33,0.0,488.0,0.004452912521592,0
20.79,29.2,0.0,486.0,0.0044330351150440005,0
20.79,29.84,0.0,489.0,0.004530905299736,0
20.76,29.426666666666698,0.0,488.333333333333,0.004459389544691,0
20.745,29.52,0.0,487.5,0.004469474791062001,0
20.79,29.5,0.0,489.0,0.004478907956702,0
20.79,28.895,0.0,495.0,0.004386404612312001,0
20.7,29.145,0.0,492.0,0.004399994856354,0
20.7225,29.67,0.0,488.75,0.00448608316563,0
20.7,29.356666666666698,0.0,491.0,0.004432177687962,0
20.745,29.39,0.0,492.5,0.004449651339295999,0
20.745,29.29,0.0,486.0,0.004434403383914,0
20.7,29.39,0.0,495.0,0.004437246151818,0
20.7,29.34,0.0,494.5,0.00442964348679,0
20.7,28.65,0.0,495.0,0.0043247455512040005,0
20.7,28.9,0.0,496.0,0.004362747990947,0
20.7,29.6,0.0,490.5,0.004469179360207,0
20.7,29.695,0.0,492.0,0.004483626404985,0
20.7,28.645,0.0,485.0,0.004323985549445,0
20.7,29.2633333333333,0.0,490.333333333333,0.004417986425487,0
20.7,29.29,0.0,489.0,0.004422041006298001,0
20.7,29.996666666666698,0.0,490.0,0.004529506526272,0
20.7,29.496666666666698,0.0,493.333333333333,0.004453465787330999,0
20.7,29.2,0.0,488.0,0.004408357006419001,0
20.7,29.13,0.0,490.666666666667,0.004397714308720001,0
20.7,28.7225,0.0,489.0,0.004335765783984,0
20.7,29.0266666666667,0.0,487.0,0.0043820043206750005,0
20.7,29.545,0.0,490.5,0.0044608155861960005,0
20.7,28.895,0.0,494.0,0.0043619878969579995,0
20.7,28.895,0.0,494.5,0.0043619878969579995,0
20.7,29.195,0.0,486.0,0.004407596801732,0
20.7,29.4,0.0,488.5,0.004438766706967999,0
20.7,29.945,0.0,489.5,0.004521648128044,0
20.7,29.445,0.0,491.5,0.004445609296494001,0
20.7,29.195,0.0,489.0,0.004407596801732,0
20.7,29.09,0.0,491.5,0.004391632929545,0
20.7,29.3,0.0,489.0,0.0044235614876339995,0
20.7,28.995,0.0,492.5,0.0043771901272440005,0
20.7,29.045,0.0,491.0,0.004384791519116,0
20.7,29.35,0.0,485.0,0.0044311640050330005,0
20.7,28.745,0.0,488.0,0.004339185935078,0
20.7,28.495,0.0,489.5,0.0043011863542909996,0
20.7,28.56,0.0,486.333333333333,0.004311065801728,0
20.7,28.2,0.0,487.0,0.004256352778970999,0
20.6,28.0,0.0,487.0,0.00419981916413,0
20.7,28.8,0.0,491.5,0.004347546461669001,0
20.7,28.29,0.0,487.0,0.004270030138465999,0
20.6333333333333,28.996666666666698,0.0,487.0,0.004359370221733,0
20.6,28.195,0.0,488.0,0.004229266780504,0
20.6,28.33,0.0,486.333333333333,0.004249655214323,0
20.6,28.4,0.0,486.0,0.0042602275174890005,0
20.6,28.1,0.0,487.0,0.004214920159896,0
20.6,28.495,0.0,497.0,0.004274576214185,0
20.6,29.0,0.0,498.0,0.004350861903754001,0
20.6,28.945,0.0,497.0,0.00434255265953,0
20.6,28.79,0.0,496.5,0.004319136884618,0
20.6,28.033333333333303,0.0,487.0,0.004204852748461,0
20.5,27.995,0.0,486.5,0.004173070027908,0
20.5,27.895,0.0,491.5,0.004158063894812001,0
20.5,28.59,0.0,489.0,0.0042623713934679995,0
20.533333333333303,28.0233333333333,0.0,488.0,0.004185979646100999,0
20.5,27.79,0.0,487.0,0.004142308229122999,0
20.5,27.79,0.0,488.0,0.004142308229122999,0
20.55,28.195,0.0,488.5,0.004216157679527,0
20.5,28.0966666666667,0.0,495.0,0.004188327000577,0
20.5,27.963333333333303,0.0,499.333333333333,0.004168318007942,0
20.55,28.1,0.0,499.0,0.004201855826303,0
20.55,28.245,0.0,489.0,0.0042236852330980006,0
20.55,28.195,0.0,489.5,0.004216157679527,0
20.5,27.79,0.0,486.0,0.004142308229122999,0
20.5,28.0966666666667,0.0,490.333333333333,0.004188327000577,0
20.5,27.7,0.0,488.0,0.004128804003889999,0
20.5,28.16,0.0,484.666666666667,0.004197831720051,0
20.5,27.73,0.0,491.666666666667,0.004133305347579001,0
20.5,28.7,0.0,492.0,0.004278883679473,0
20.5,28.445,0.0,488.5,0.004240606528592999,0
20.533333333333303,28.0,0.0,489.333333333333,0.004182470797529001,0
20.6,27.9,0.0,490.0,0.004184718896659,0
20.55,27.6,0.0,491.5,0.00412659368044,0
20.55,28.04,0.0,493.5,0.00419282341348,0
20.5,28.895,0.0,491.0,0.004308157599278,0
20.5,28.195,0.0,498.5,0.004203084451971,0
20.5,28.145,0.0,486.0,0.0041955805762049995,0
20.5666666666667,29.03,0.0,489.333333333333,0.004346388360937,0
20.6,28.1,0.0,488.0,0.004214920159896,0
20.6,27.95,0.0,489.5,0.0041922689393609994,0
20.6,27.84,0.0,488.0,0.004175659085737,0
20.6,28.4,0.0,493.5,0.0042602275174890005,0
